Numpy File: 00381.npy
Shape: (32, 225)
Dtype: float32

Frame 000: [-0.000635, -0.609622, -0.267649, 0.015747, -0.651487, -0.262612, 0.015064, -0.651339, -0.265241, 0.015737, -0.651220, -0.263506, -0.017214, -0.655107, -0.257371, -0.015346, -0.655556, -0.258460, -0.016191, -0.654557, -0.254331, 0.098006, -0.637289, -0.168037, -0.046632, -0.645003, -0.135170, 0.027350, -0.575386, -0.245617, -0.012890, -0.576758, -0.229666, 0.190776, -0.454425, -0.130149, -0.129030, -0.465650, -0.082342, 0.281250, -0.230755, -0.214193, -0.227992, -0.256846, -0.138004, 0.208357, -0.227357, -0.367883, -0.187615, -0.279340, -0.353927, 0.170793, -0.220640, -0.391204, -0.171147, -0.274439, -0.407153, 0.158009, -0.251302, -0.398001, -0.137705, -0.327973, -0.383152, 0.194739, -0.239509, -0.374465, -0.161750, -0.297571, -0.352225, 0.115559, 0.006568, -0.013564, -0.112822, -0.001946, 0.012067, 0.145936, 0.108912, -0.119331, -0.114645, 0.061037, -0.148806, 0.123515, 0.254369, 0.160695, -0.093732, 0.338088, 0.057393, 0.126573, 0.273945, 0.195884, -0.093813, 0.358152, 0.101501, 0.138630, 0.286747, 0.155986, -0.069147, 0.362251, 0.047077, 0.208357, -0.227357, -0.367883, 0.176515, -0.229547, -0.390091, 0.157162, -0.227120, -0.408834, 0.137857, -0.218335, -0.446441, 0.132742, -0.220099, -0.477759, 0.156878, -0.245439, -0.457121, 0.155737, -0.219161, -0.466290, 0.163878, -0.209511, -0.442039, 0.173415, -0.219500, -0.412314, 0.178211, -0.244312, -0.463080, 0.169619, -0.211097, -0.472469, 0.179822, -0.203601, -0.438710, 0.178100, -0.215255, -0.412607, 0.196932, -0.236376, -0.465836, 0.189685, -0.199616, -0.467406, 0.189587, -0.199827, -0.440032, 0.194665, -0.214252, -0.418640, 0.216845, -0.222763, -0.456581, 0.208720, -0.198262, -0.452179, 0.205636, -0.195604, -0.433076, 0.208771, -0.211802, -0.417823, -0.187615, -0.279340, -0.353927, -0.159154, -0.279195, -0.371641, -0.136965, -0.281042, -0.393885, -0.127021, -0.281583, -0.423733, -0.126018, -0.290775, -0.455603, -0.152282, -0.305228, -0.427406, -0.144477, -0.284038, -0.437340, -0.141778, -0.278247, -0.417196, -0.148919, -0.287072, -0.399670, -0.168461, -0.305693, -0.432232, -0.157261, -0.285182, -0.443888, -0.154007, -0.276832, -0.422668, -0.159008, -0.293461, -0.401502, -0.179524, -0.299941, -0.437496, -0.170436, -0.279448, -0.439858, -0.172349, -0.272711, -0.420052, -0.175399, -0.279671, -0.400919, -0.194032, -0.288596, -0.429686, -0.186510, -0.273163, -0.435224, -0.183540, -0.264840, -0.416260, -0.190402, -0.274754, -0.397251]
Frame 001: [-0.002247, -0.606774, -0.263720, 0.014601, -0.647351, -0.258398, 0.013932, -0.647178, -0.260759, 0.014532, -0.647093, -0.258781, -0.019860, -0.651222, -0.254856, -0.017920, -0.651680, -0.255961, -0.018749, -0.650614, -0.251880, 0.096360, -0.635978, -0.160391, -0.054332, -0.644791, -0.132101, 0.025744, -0.574624, -0.237631, -0.016525, -0.576298, -0.224792, 0.189858, -0.454412, -0.106214, -0.140116, -0.466394, -0.069893, 0.262028, -0.226985, -0.177716, -0.241362, -0.255472, -0.131123, 0.192776, -0.228868, -0.364112, -0.193252, -0.268889, -0.349471, 0.162092, -0.225899, -0.396346, -0.176869, -0.263831, -0.403553, 0.148275, -0.257352, -0.400862, -0.145573, -0.313012, -0.383544, 0.178947, -0.242017, -0.371062, -0.169013, -0.285725, -0.350443, 0.115556, 0.006155, -0.011613, -0.112845, -0.001932, 0.010365, 0.144860, 0.101218, -0.122686, -0.115817, 0.061692, -0.149856, 0.124004, 0.293593, 0.129885, -0.090738, 0.393012, 0.048646, 0.127119, 0.313280, 0.154301, -0.085611, 0.417557, 0.083249, 0.141429, 0.314803, 0.058946, -0.050971, 0.428567, -0.025318, 0.192776, -0.228868, -0.364112, 0.158004, -0.239399, -0.385769, 0.136705, -0.242042, -0.404108, 0.119313, -0.235673, -0.440948, 0.112327, -0.235458, -0.468787, 0.143944, -0.266854, -0.451609, 0.134997, -0.238643, -0.464900, 0.134415, -0.226244, -0.448208, 0.146535, -0.233226, -0.423616, 0.161197, -0.263623, -0.460068, 0.149540, -0.233373, -0.473726, 0.155844, -0.218773, -0.447865, 0.156573, -0.232538, -0.420626, 0.178151, -0.259227, -0.464404, 0.166911, -0.224422, -0.472551, 0.170617, -0.220742, -0.444583, 0.174894, -0.230370, -0.420327, 0.195230, -0.241294, -0.458312, 0.186311, -0.218768, -0.460116, 0.186248, -0.215286, -0.443763, 0.190024, -0.228372, -0.428200, -0.193252, -0.268889, -0.349471, -0.161675, -0.268074, -0.372005, -0.140733, -0.268094, -0.393953, -0.129236, -0.268975, -0.423170, -0.131340, -0.280315, -0.455035, -0.150872, -0.289810, -0.432530, -0.145844, -0.265992, -0.441232, -0.144377, -0.257471, -0.414944, -0.152068, -0.265058, -0.390308, -0.170844, -0.291789, -0.434958, -0.158128, -0.274549, -0.442119, -0.157780, -0.263961, -0.425286, -0.164169, -0.279231, -0.399843, -0.183173, -0.287512, -0.436870, -0.174776, -0.268249, -0.439357, -0.177347, -0.257051, -0.421279, -0.181881, -0.265336, -0.397421, -0.197907, -0.277336, -0.426952, -0.189967, -0.261605, -0.432547, -0.187106, -0.253481, -0.414121, -0.194849, -0.257103, -0.399617]
Frame 002: [-0.003595, -0.605326, -0.260838, 0.013579, -0.645327, -0.255350, 0.012918, -0.645140, -0.257579, 0.013466, -0.645069, -0.255483, -0.021846, -0.649308, -0.252696, -0.019865, -0.649771, -0.253805, -0.020684, -0.648673, -0.249749, 0.095255, -0.635332, -0.155851, -0.058335, -0.644743, -0.129431, 0.024526, -0.574269, -0.232950, -0.018919, -0.576115, -0.221369, 0.189296, -0.454412, -0.097382, -0.144872, -0.467165, -0.063441, 0.255125, -0.224190, -0.166521, -0.246937, -0.254692, -0.126308, 0.186766, -0.229328, -0.361062, -0.196146, -0.264489, -0.345788, 0.158118, -0.227827, -0.398633, -0.179836, -0.259401, -0.400343, 0.143949, -0.259530, -0.402208, -0.149425, -0.307365, -0.383576, 0.172891, -0.242892, -0.368225, -0.172576, -0.280891, -0.348388, 0.115555, 0.005770, -0.010161, -0.112865, -0.001908, 0.009077, 0.144418, 0.095404, -0.124059, -0.116736, 0.061738, -0.150303, 0.124808, 0.302475, 0.123352, -0.088534, 0.405258, 0.045839, 0.127971, 0.322070, 0.146666, -0.080910, 0.429988, 0.078178, 0.143899, 0.321087, 0.046934, -0.043019, 0.440665, -0.036960, 0.186766, -0.229328, -0.361062, 0.159178, -0.240062, -0.379186, 0.141214, -0.242327, -0.400748, 0.122260, -0.235175, -0.432666, 0.106979, -0.234471, -0.460410, 0.145605, -0.263408, -0.438368, 0.134276, -0.233048, -0.453531, 0.139472, -0.228194, -0.436516, 0.147729, -0.240073, -0.409976, 0.160676, -0.264875, -0.445184, 0.152651, -0.237807, -0.459804, 0.153702, -0.227435, -0.437230, 0.154596, -0.246469, -0.412529, 0.175868, -0.261786, -0.452255, 0.166610, -0.227033, -0.458808, 0.169382, -0.223298, -0.437661, 0.174190, -0.235913, -0.411113, 0.189498, -0.242262, -0.447921, 0.182757, -0.222068, -0.454087, 0.182489, -0.218908, -0.437576, 0.185741, -0.231687, -0.419373, -0.196146, -0.264489, -0.345788, -0.163549, -0.265922, -0.367536, -0.141176, -0.267413, -0.390885, -0.128362, -0.267370, -0.421421, -0.133278, -0.276111, -0.456507, -0.151802, -0.292167, -0.430460, -0.147832, -0.265403, -0.441183, -0.147947, -0.256882, -0.416428, -0.151280, -0.263570, -0.390466, -0.174489, -0.294160, -0.434128, -0.162475, -0.274795, -0.444718, -0.162487, -0.261107, -0.425582, -0.167890, -0.275424, -0.399379, -0.189359, -0.291500, -0.437162, -0.179583, -0.266564, -0.441546, -0.181518, -0.255563, -0.421815, -0.184886, -0.262859, -0.396722, -0.205921, -0.279429, -0.429121, -0.195599, -0.262189, -0.434457, -0.191323, -0.252071, -0.415211, -0.198872, -0.254533, -0.401305]
Frame 003: [-0.004840, -0.604338, -0.258983, 0.012502, -0.644167, -0.253439, 0.011845, -0.643976, -0.255616, 0.012361, -0.643910, -0.253484, -0.023433, -0.648169, -0.251108, -0.021434, -0.648633, -0.252206, -0.022247, -0.647526, -0.248156, 0.094257, -0.635024, -0.153457, -0.060435, -0.644721, -0.127528, 0.023413, -0.573975, -0.230477, -0.020613, -0.575930, -0.219240, 0.188694, -0.454448, -0.094706, -0.146949, -0.467823, -0.060305, 0.251927, -0.223198, -0.164645, -0.249116, -0.254496, -0.123251, 0.183693, -0.229700, -0.359701, -0.198434, -0.263547, -0.343553, 0.155513, -0.228884, -0.399887, -0.182632, -0.258584, -0.398494, 0.141376, -0.260732, -0.403426, -0.152712, -0.306399, -0.383577, 0.169879, -0.243511, -0.367106, -0.175238, -0.279809, -0.346890, 0.115547, 0.005410, -0.009345, -0.112872, -0.001862, 0.008353, 0.144208, 0.092606, -0.124681, -0.117068, 0.062404, -0.150094, 0.125695, 0.305758, 0.121054, -0.086812, 0.409698, 0.045793, 0.128871, 0.325460, 0.144420, -0.078259, 0.434154, 0.078066, 0.145306, 0.323528, 0.044671, -0.040324, 0.444168, -0.035527, 0.183693, -0.229700, -0.359701, 0.149360, -0.233949, -0.380893, 0.128278, -0.236241, -0.397705, 0.111200, -0.230000, -0.434856, 0.098192, -0.228672, -0.462164, 0.132496, -0.259687, -0.444882, 0.125086, -0.231992, -0.456197, 0.128421, -0.220329, -0.435307, 0.140711, -0.231224, -0.406092, 0.150225, -0.257044, -0.454006, 0.137856, -0.225451, -0.466148, 0.148881, -0.215940, -0.437075, 0.146361, -0.228143, -0.409580, 0.167063, -0.250354, -0.457801, 0.158894, -0.216246, -0.464269, 0.159658, -0.214593, -0.436577, 0.162381, -0.225354, -0.414314, 0.186412, -0.235255, -0.451841, 0.177949, -0.210513, -0.450311, 0.175917, -0.208552, -0.433510, 0.179100, -0.223364, -0.419421, -0.198434, -0.263547, -0.343553, -0.166546, -0.268735, -0.368449, -0.144359, -0.271345, -0.393172, -0.132542, -0.271686, -0.427208, -0.135746, -0.275640, -0.463674, -0.159981, -0.300339, -0.432972, -0.153427, -0.272418, -0.447674, -0.152549, -0.262550, -0.426095, -0.151559, -0.264686, -0.398332, -0.183406, -0.301612, -0.436518, -0.170175, -0.280335, -0.452716, -0.166864, -0.262679, -0.432900, -0.170956, -0.273787, -0.401717, -0.199164, -0.297713, -0.440304, -0.185988, -0.267974, -0.448130, -0.184947, -0.255971, -0.426704, -0.187921, -0.261177, -0.400600, -0.215024, -0.282420, -0.432889, -0.203102, -0.263198, -0.440937, -0.197533, -0.251343, -0.421263, -0.203730, -0.253983, -0.403723]
Frame 004: [-0.005339, -0.603057, -0.258425, 0.012071, -0.642740, -0.252914, 0.011417, -0.642543, -0.255078, 0.011917, -0.642482, -0.252933, -0.024115, -0.646763, -0.250699, -0.022109, -0.647231, -0.251792, -0.022918, -0.646112, -0.247744, 0.093798, -0.634521, -0.152808, -0.061433, -0.644587, -0.127017, 0.022953, -0.573422, -0.229723, -0.021351, -0.575508, -0.218579, 0.188483, -0.454455, -0.093688, -0.147894, -0.468232, -0.059465, 0.250842, -0.222521, -0.163549, -0.249686, -0.254197, -0.122547, 0.182300, -0.230236, -0.359106, -0.200423, -0.263209, -0.343229, 0.154107, -0.230096, -0.401062, -0.185300, -0.258527, -0.398245, 0.140004, -0.262084, -0.404435, -0.155948, -0.306261, -0.384028, 0.168438, -0.244287, -0.366569, -0.177651, -0.279424, -0.346731, 0.115544, 0.005187, -0.008698, -0.112882, -0.001842, 0.007772, 0.143981, 0.090594, -0.125206, -0.117482, 0.062471, -0.149826, 0.126049, 0.306619, 0.120993, -0.085918, 0.410821, 0.045956, 0.129226, 0.326349, 0.144576, -0.076924, 0.435192, 0.078362, 0.146010, 0.323894, 0.044454, -0.038499, 0.444751, -0.035304, 0.182300, -0.230236, -0.359106, 0.152719, -0.239314, -0.376789, 0.136856, -0.240618, -0.397114, 0.119542, -0.232939, -0.429816, 0.105464, -0.234016, -0.455363, 0.139264, -0.261435, -0.436727, 0.131317, -0.233684, -0.450772, 0.132865, -0.228801, -0.435980, 0.141782, -0.238659, -0.413257, 0.154644, -0.263882, -0.444883, 0.147333, -0.235469, -0.458870, 0.149301, -0.223547, -0.434406, 0.151092, -0.241139, -0.409507, 0.168738, -0.261881, -0.451568, 0.162267, -0.226688, -0.459025, 0.165415, -0.221793, -0.436512, 0.169331, -0.232285, -0.408714, 0.184578, -0.242541, -0.446628, 0.179611, -0.220806, -0.451453, 0.178489, -0.215277, -0.435928, 0.181224, -0.228145, -0.417356, -0.200423, -0.263209, -0.343229, -0.167969, -0.268823, -0.368126, -0.146080, -0.272066, -0.392849, -0.132589, -0.270020, -0.427429, -0.137265, -0.274031, -0.465326, -0.160606, -0.297512, -0.436479, -0.152895, -0.269980, -0.450578, -0.151868, -0.261437, -0.428800, -0.151553, -0.264422, -0.400235, -0.183089, -0.298141, -0.441045, -0.169391, -0.277611, -0.454461, -0.167673, -0.261209, -0.434981, -0.172201, -0.272716, -0.405890, -0.198791, -0.293594, -0.443643, -0.186964, -0.265338, -0.450526, -0.184585, -0.254978, -0.428972, -0.188030, -0.263098, -0.402742, -0.214554, -0.278984, -0.435799, -0.202067, -0.261122, -0.441899, -0.197036, -0.250509, -0.420210, -0.203663, -0.255482, -0.404907]
Frame 005: [-0.005767, -0.601960, -0.258087, 0.011636, -0.641645, -0.252608, 0.010982, -0.641447, -0.254767, 0.011474, -0.641388, -0.252619, -0.024700, -0.645623, -0.250416, -0.022691, -0.646093, -0.251501, -0.023495, -0.644971, -0.247452, 0.093462, -0.634151, -0.152579, -0.061956, -0.644380, -0.126682, 0.022625, -0.572867, -0.229348, -0.021825, -0.575009, -0.218175, 0.188445, -0.454462, -0.093491, -0.148049, -0.468444, -0.059058, 0.250441, -0.222220, -0.163534, -0.249468, -0.253960, -0.121969, 0.181664, -0.230507, -0.358640, -0.200940, -0.262985, -0.342848, 0.153346, -0.230570, -0.401538, -0.186143, -0.258436, -0.397905, 0.139367, -0.262646, -0.405039, -0.157003, -0.306155, -0.384199, 0.167788, -0.244672, -0.366173, -0.178297, -0.279152, -0.346496, 0.115544, 0.005038, -0.008261, -0.112896, -0.001832, 0.007380, 0.143642, 0.090299, -0.125707, -0.117632, 0.062492, -0.149942, 0.126085, 0.308901, 0.120793, -0.085241, 0.412472, 0.044912, 0.129257, 0.328767, 0.144374, -0.076098, 0.436903, 0.076651, 0.146089, 0.325557, 0.043228, -0.037594, 0.446156, -0.039263, 0.181664, -0.230507, -0.358640, 0.147490, -0.233697, -0.378661, 0.127602, -0.234556, -0.397090, 0.109455, -0.226601, -0.431850, 0.099421, -0.223096, -0.459396, 0.132559, -0.255371, -0.442687, 0.124404, -0.225232, -0.452997, 0.128446, -0.215051, -0.432224, 0.138819, -0.227690, -0.404799, 0.149695, -0.252699, -0.450577, 0.139083, -0.220215, -0.460852, 0.148283, -0.212821, -0.432064, 0.145670, -0.224296, -0.407937, 0.167014, -0.245700, -0.453865, 0.159138, -0.210850, -0.459176, 0.159702, -0.210482, -0.431577, 0.162640, -0.221377, -0.409635, 0.186621, -0.230842, -0.446474, 0.179027, -0.207750, -0.444562, 0.176126, -0.204920, -0.429177, 0.179129, -0.219974, -0.415520, -0.200940, -0.262985, -0.342848, -0.169345, -0.268306, -0.369535, -0.147209, -0.271308, -0.395228, -0.134377, -0.268075, -0.430889, -0.137679, -0.272137, -0.468551, -0.162803, -0.296027, -0.439722, -0.154342, -0.267610, -0.454438, -0.152628, -0.259540, -0.434185, -0.150761, -0.261330, -0.406033, -0.185088, -0.296099, -0.443991, -0.171153, -0.275256, -0.458316, -0.169898, -0.258420, -0.438519, -0.173713, -0.270964, -0.407980, -0.200585, -0.291517, -0.446109, -0.188276, -0.262425, -0.453417, -0.185900, -0.252093, -0.431454, -0.189366, -0.260482, -0.405083, -0.215548, -0.277004, -0.437609, -0.203527, -0.258758, -0.443909, -0.198447, -0.248116, -0.422726, -0.204901, -0.253539, -0.407343]
Frame 006: [-0.005856, -0.601376, -0.257590, 0.011547, -0.641085, -0.252128, 0.010892, -0.640886, -0.254292, 0.011381, -0.640826, -0.252142, -0.024813, -0.645085, -0.249914, -0.022804, -0.645555, -0.250990, -0.023609, -0.644433, -0.246938, 0.093433, -0.633839, -0.152178, -0.061883, -0.644297, -0.126087, 0.022575, -0.572495, -0.228886, -0.021884, -0.574718, -0.217629, 0.188493, -0.454415, -0.093376, -0.147834, -0.468900, -0.058744, 0.250856, -0.221839, -0.164541, -0.249403, -0.254150, -0.121788, 0.182010, -0.230979, -0.358860, -0.201237, -0.263256, -0.342913, 0.153367, -0.231332, -0.403554, -0.186670, -0.258695, -0.398180, 0.139515, -0.263544, -0.407184, -0.157234, -0.306629, -0.385530, 0.168160, -0.245280, -0.366461, -0.178524, -0.279494, -0.346730, 0.115551, 0.004964, -0.007935, -0.112910, -0.001829, 0.007084, 0.143429, 0.088416, -0.126754, -0.117933, 0.061691, -0.150118, 0.126103, 0.307282, 0.120319, -0.085199, 0.410640, 0.044345, 0.129271, 0.327151, 0.144113, -0.076196, 0.434786, 0.076137, 0.146104, 0.324046, 0.042885, -0.037838, 0.442845, -0.039209, 0.182010, -0.230979, -0.358860, 0.151082, -0.240641, -0.377200, 0.137048, -0.242822, -0.395182, 0.120392, -0.236828, -0.428953, 0.107604, -0.240179, -0.454857, 0.140280, -0.262673, -0.435273, 0.129850, -0.235361, -0.446795, 0.133333, -0.229246, -0.429074, 0.144364, -0.241392, -0.407192, 0.154113, -0.265580, -0.442529, 0.147156, -0.239739, -0.454403, 0.147908, -0.227198, -0.430979, 0.151235, -0.244102, -0.409808, 0.167749, -0.264868, -0.449031, 0.160805, -0.231384, -0.453932, 0.163015, -0.225429, -0.432942, 0.166813, -0.236557, -0.408770, 0.182486, -0.248624, -0.447013, 0.176881, -0.225557, -0.448316, 0.177418, -0.216551, -0.432944, 0.180278, -0.228103, -0.418970, -0.201237, -0.263256, -0.342913, -0.169225, -0.268894, -0.368856, -0.148642, -0.271687, -0.393485, -0.136903, -0.269446, -0.427681, -0.141069, -0.273161, -0.463515, -0.166754, -0.296053, -0.437219, -0.159197, -0.268109, -0.451697, -0.156239, -0.259584, -0.432164, -0.153163, -0.259153, -0.405528, -0.189453, -0.295619, -0.440675, -0.175789, -0.276975, -0.454656, -0.170709, -0.257861, -0.436618, -0.173643, -0.268413, -0.406912, -0.204340, -0.291898, -0.442673, -0.192660, -0.264730, -0.449989, -0.187298, -0.251686, -0.428141, -0.191453, -0.256845, -0.403759, -0.218435, -0.277735, -0.434964, -0.207141, -0.260305, -0.441042, -0.199232, -0.248361, -0.420872, -0.205212, -0.251497, -0.405339]
Frame 007: [-0.005729, -0.600541, -0.257502, 0.011703, -0.640223, -0.252069, 0.011046, -0.640023, -0.254237, 0.011534, -0.639962, -0.252088, -0.024684, -0.644313, -0.249857, -0.022676, -0.644784, -0.250929, -0.023478, -0.643661, -0.246876, 0.093492, -0.633311, -0.152149, -0.061722, -0.644183, -0.126083, 0.022644, -0.571903, -0.228831, -0.021846, -0.574276, -0.217562, 0.188517, -0.454306, -0.093447, -0.147693, -0.469397, -0.058926, 0.251006, -0.221112, -0.164732, -0.249170, -0.254180, -0.121932, 0.181747, -0.231179, -0.358920, -0.201142, -0.263410, -0.343125, 0.152806, -0.231761, -0.404100, -0.186521, -0.258844, -0.398553, 0.139137, -0.264162, -0.407716, -0.156943, -0.306936, -0.386504, 0.167891, -0.245609, -0.366505, -0.178331, -0.279723, -0.347031, 0.115558, 0.004908, -0.007689, -0.112924, -0.001830, 0.006860, 0.143280, 0.087601, -0.127524, -0.118285, 0.060903, -0.150219, 0.126117, 0.306614, 0.120067, -0.085129, 0.409553, 0.044244, 0.129280, 0.326459, 0.143970, -0.076176, 0.433556, 0.076188, 0.146102, 0.323148, 0.042359, -0.037826, 0.441256, -0.038694, 0.181747, -0.231179, -0.358920, 0.157690, -0.243982, -0.379172, 0.138445, -0.247502, -0.398455, 0.119882, -0.241067, -0.434014, 0.107811, -0.237871, -0.462623, 0.146174, -0.263343, -0.435117, 0.135278, -0.233798, -0.448019, 0.137561, -0.229898, -0.429586, 0.148781, -0.244758, -0.402612, 0.160082, -0.263216, -0.442575, 0.154239, -0.239599, -0.452931, 0.149989, -0.232136, -0.430159, 0.152020, -0.251811, -0.409476, 0.175784, -0.259550, -0.447466, 0.164321, -0.228666, -0.453795, 0.166828, -0.226427, -0.431321, 0.169678, -0.240705, -0.406030, 0.186396, -0.240921, -0.442890, 0.177349, -0.222752, -0.449622, 0.178829, -0.220134, -0.429442, 0.179600, -0.233474, -0.416166, -0.201142, -0.263410, -0.343125, -0.169881, -0.269907, -0.367451, -0.150426, -0.277519, -0.390032, -0.138421, -0.278361, -0.423332, -0.143119, -0.283420, -0.456609, -0.166813, -0.302963, -0.431810, -0.158549, -0.274577, -0.447031, -0.156164, -0.264285, -0.427371, -0.155421, -0.265865, -0.401248, -0.189773, -0.301970, -0.435403, -0.176336, -0.283627, -0.450111, -0.171239, -0.263619, -0.432859, -0.176891, -0.274070, -0.404344, -0.205596, -0.297141, -0.438237, -0.192887, -0.270962, -0.446979, -0.186898, -0.257648, -0.425392, -0.192131, -0.262766, -0.400677, -0.219378, -0.281752, -0.431055, -0.206581, -0.266340, -0.438181, -0.197864, -0.256868, -0.419612, -0.202858, -0.258575, -0.404849]
Frame 008: [-0.005542, -0.600398, -0.257533, 0.011881, -0.640053, -0.252106, 0.011221, -0.639852, -0.254280, 0.011708, -0.639791, -0.252136, -0.024532, -0.644170, -0.249924, -0.022524, -0.644643, -0.250995, -0.023324, -0.643519, -0.246943, 0.093494, -0.633152, -0.152240, -0.061616, -0.644166, -0.126266, 0.022711, -0.571805, -0.228957, -0.021802, -0.574223, -0.217608, 0.188498, -0.454227, -0.093652, -0.147920, -0.469656, -0.059181, 0.251314, -0.220558, -0.165119, -0.249563, -0.254015, -0.122614, 0.181992, -0.231886, -0.359460, -0.200848, -0.263557, -0.344609, 0.152863, -0.233191, -0.405535, -0.185715, -0.259173, -0.400085, 0.139270, -0.265904, -0.408748, -0.156205, -0.307171, -0.388364, 0.168155, -0.246565, -0.366957, -0.178054, -0.279869, -0.348368, 0.115566, 0.004800, -0.007336, -0.112940, -0.001817, 0.006533, 0.143101, 0.086562, -0.127564, -0.119039, 0.060694, -0.150903, 0.126131, 0.305552, 0.120798, -0.085465, 0.408338, 0.043641, 0.129291, 0.325489, 0.145207, -0.076286, 0.432176, 0.075692, 0.146306, 0.321645, 0.046099, -0.038257, 0.440132, -0.039506, 0.181992, -0.231886, -0.359460, 0.149478, -0.235541, -0.378640, 0.130553, -0.233909, -0.396810, 0.111177, -0.224964, -0.428442, 0.101909, -0.220158, -0.456238, 0.136644, -0.252641, -0.443315, 0.128178, -0.222781, -0.456083, 0.132672, -0.213647, -0.436885, 0.141025, -0.226148, -0.410894, 0.154627, -0.249687, -0.451903, 0.140930, -0.217943, -0.462612, 0.150881, -0.211176, -0.436347, 0.149241, -0.224086, -0.409699, 0.171144, -0.242887, -0.455281, 0.160157, -0.208064, -0.461168, 0.163033, -0.207312, -0.433942, 0.167255, -0.219563, -0.410818, 0.189152, -0.228184, -0.447177, 0.180993, -0.201305, -0.445484, 0.178233, -0.197400, -0.431304, 0.183977, -0.214288, -0.416791, -0.200848, -0.263557, -0.344609, -0.169857, -0.268095, -0.366972, -0.145197, -0.269378, -0.386507, -0.131561, -0.272408, -0.421425, -0.131553, -0.279776, -0.445725, -0.159778, -0.299366, -0.427468, -0.147644, -0.274318, -0.436839, -0.145706, -0.259098, -0.417407, -0.155488, -0.262555, -0.398378, -0.178714, -0.293426, -0.430706, -0.161396, -0.272328, -0.441632, -0.156702, -0.254901, -0.419274, -0.163351, -0.264175, -0.393308, -0.192190, -0.278917, -0.432641, -0.177719, -0.260479, -0.436776, -0.178101, -0.249044, -0.418691, -0.181122, -0.251468, -0.390023, -0.205454, -0.264658, -0.422791, -0.198539, -0.251377, -0.429310, -0.192412, -0.240487, -0.414199, -0.198296, -0.244138, -0.391397]
Frame 009: [-0.005456, -0.600355, -0.257697, 0.011968, -0.639980, -0.252237, 0.011308, -0.639779, -0.254406, 0.011792, -0.639717, -0.252254, -0.024472, -0.644103, -0.250173, -0.022463, -0.644577, -0.251243, -0.023262, -0.643453, -0.247193, 0.093433, -0.633032, -0.152327, -0.061678, -0.644143, -0.126664, 0.022719, -0.571771, -0.229038, -0.021773, -0.574202, -0.217813, 0.188343, -0.454143, -0.093708, -0.148478, -0.469748, -0.059301, 0.251334, -0.220219, -0.165232, -0.250343, -0.253647, -0.123548, 0.182127, -0.233011, -0.360174, -0.200762, -0.263713, -0.345899, 0.152913, -0.235124, -0.407168, -0.185601, -0.259435, -0.401438, 0.139387, -0.268121, -0.410048, -0.155994, -0.307347, -0.390059, 0.168313, -0.247974, -0.367597, -0.177912, -0.280031, -0.349589, 0.115571, 0.004689, -0.007084, -0.112953, -0.001798, 0.006297, 0.142985, 0.085261, -0.127657, -0.119559, 0.060551, -0.150911, 0.126280, 0.304564, 0.121438, -0.085488, 0.408431, 0.043781, 0.129445, 0.324469, 0.146072, -0.076394, 0.432293, 0.075917, 0.146588, 0.321328, 0.046410, -0.038196, 0.440758, -0.038604, 0.182127, -0.233011, -0.360174, 0.152904, -0.243233, -0.378412, 0.136969, -0.250421, -0.392903, 0.121006, -0.245603, -0.426083, 0.105314, -0.248063, -0.450999, 0.140580, -0.268603, -0.431078, 0.131823, -0.242198, -0.442878, 0.135706, -0.235774, -0.426708, 0.147703, -0.247839, -0.404286, 0.154132, -0.270553, -0.441334, 0.146221, -0.245509, -0.452264, 0.150622, -0.233313, -0.431225, 0.156187, -0.253003, -0.405666, 0.168703, -0.269540, -0.448384, 0.161154, -0.238202, -0.455676, 0.167024, -0.234149, -0.433614, 0.170842, -0.246809, -0.409482, 0.183973, -0.254670, -0.446187, 0.179440, -0.230956, -0.448878, 0.180388, -0.226700, -0.429783, 0.182921, -0.239380, -0.417719, -0.200762, -0.263713, -0.345899, -0.170114, -0.267172, -0.371004, -0.148082, -0.271497, -0.391601, -0.141771, -0.272996, -0.422528, -0.143729, -0.279810, -0.448986, -0.164855, -0.294896, -0.431394, -0.159987, -0.268855, -0.446063, -0.156185, -0.255699, -0.426182, -0.161636, -0.255989, -0.403272, -0.186559, -0.294532, -0.434638, -0.172927, -0.276146, -0.444967, -0.166844, -0.257421, -0.429377, -0.169669, -0.268271, -0.399217, -0.199764, -0.286439, -0.436297, -0.189795, -0.265444, -0.442437, -0.186183, -0.249898, -0.422883, -0.189799, -0.254645, -0.397438, -0.211771, -0.273692, -0.426605, -0.204915, -0.258256, -0.432317, -0.197242, -0.249382, -0.418468, -0.203137, -0.250122, -0.402834]
